filename,width,height,class,xmin,ymin,xmax,ymax
Capture231_PNG.rf.781d91a8e2dab62e97e2d53ccef71c5f.jpg,640,640,SKILL,273,559,285,613
Capture231_PNG.rf.781d91a8e2dab62e97e2d53ccef71c5f.jpg,640,640,DB,282,549,290,589
Capture231_PNG.rf.781d91a8e2dab62e97e2d53ccef71c5f.jpg,640,640,DB,398,373,408,392
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,QB,277,0,290,17
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,97,0,110,24
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,126,0,136,41
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,216,17,229,74
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,DB,132,44,145,115
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,DB,403,54,410,118
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,404,176,423,230
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,199,230,214,248
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,327,230,345,260
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,C,224,234,244,253
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,187,230,207,262
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,QB,317,230,334,285
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,181,306,201,365
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,DB,39,331,51,394
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,175,346,197,413
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,118,483,135,550
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,621,458,629,499
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,DB,408,538,417,574
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,620,588,629,628
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,DB,572,559,579,601
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,LB,633,294,640,322
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,505,388,511,416
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,DB,494,360,500,395
Capture238_PNG.rf.788bd1498be38d03dba452fd2d6f2d0e.jpg,640,640,SKILL,419,537,431,569
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,148,14,169,76
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,286,32,304,106
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,451,43,466,113
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,76,140,101,211
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,160,159,179,236
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,LB,262,236,279,247
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,205,236,222,257
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,358,236,375,269
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,LB,331,247,343,293
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,163,259,178,293
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,C,253,302,275,337
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,QB,166,289,178,362
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,LB,339,294,352,356
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,397,325,412,382
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,176,339,190,393
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,LB,289,360,308,406
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,405,470,419,530
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,280,496,307,558
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,LB,575,310,587,349
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,DB,585,470,597,517
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,571,495,586,556
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,515,236,530,288
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,LB,556,252,569,296
Capture156_PNG.rf.7901225f83dee609a5b4580a4b22ab51.jpg,640,640,SKILL,581,236,590,245
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,0,27,5,82
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,20,28,41,89
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,221,108,239,185
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,141,212,160,290
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,C,50,267,75,297
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,180,280,203,359
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,52,348,71,396
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,185,343,202,396
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,36,369,63,396
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,333,352,346,394
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,362,225,371,264
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,353,123,361,155
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,298,127,307,158
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,418,98,428,131
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,365,268,373,307
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,QB,570,140,579,172
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,310,129,320,160
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,78,396,90,438
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,196,424,212,481
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,124,532,146,583
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,517,396,529,419
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,584,396,598,442
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,QB,451,442,465,501
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,621,449,633,498
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,C,535,474,553,510
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,LB,633,498,640,543
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,444,593,460,640
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,SKILL,482,602,500,640
Capture107_PNG.rf.7a29988d60cd7fc43bfeb971336487e8.jpg,640,640,DB,608,623,625,640
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,7,264,19,313
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,123,96,134,128
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,LB,360,0,366,12
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,SKILL,320,0,334,20
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,C,374,53,385,83
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,LB,454,55,466,85
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,SKILL,464,67,473,120
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,467,111,477,184
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,524,120,539,193
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,500,131,510,195
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,SKILL,424,131,438,202
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,QB,171,429,183,484
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,C,101,471,118,510
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,SKILL,199,466,210,519
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,LB,25,489,38,538
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,LB,420,364,437,398
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,517,391,541,474
NFL-_-Live-games-and-more-on-the-go-_-NFL_com-Google-Chrome-2022-12-01-13-56-19_mp4-8_jpg.rf.7c064a7fcc97c3721fc079ee12d15dc4.jpg,640,640,DB,488,481,504,574
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,244,0,261,44
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,130,32,141,78
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,C,201,76,220,103
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,QB,281,70,293,126
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,108,95,120,148
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,279,123,290,172
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,153,320,172,377
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,DB,122,326,138,377
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,DB,515,15,529,63
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,437,25,457,79
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,555,111,567,158
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,466,138,486,163
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,567,158,585,210
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,QB,470,178,479,228
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,C,482,195,503,238
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,351,196,366,259
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,581,197,599,260
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,DB,617,334,629,377
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,486,343,506,377
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,281,377,302,399
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,120,377,141,424
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,C,192,419,215,469
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,QB,170,402,186,505
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,26,460,50,556
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,285,463,304,565
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,543,474,558,541
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,SKILL,460,528,476,591
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,350,473,367,542
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,LB,335,393,355,452
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,C,438,431,457,491
Capture222_PNG.rf.7c344e9643c751462876376be7615f22.jpg,640,640,QB,529,422,550,490
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,73,75,94,154
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,51,46,69,122
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,48,304,62,404
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,LB,4,100,27,165
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,219,204,240,289
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,158,265,183,352
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,QB,211,158,230,246
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,LB,37,221,52,296
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,LB,26,157,56,234
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,302,0,322,57
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,402,0,421,75
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,593,56,612,150
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,323,70,350,152
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,LB,394,162,415,256
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,482,291,509,396
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,384,403,409,499
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,560,0,577,24
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,167,542,194,619
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,SKILL,496,534,512,576
LSU_BAMA_2019_mp4-4_jpg.rf.7c7dad9b7535c4eab8648d878445b2ca.jpg,640,640,DB,538,533,553,595
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,295,118,317,167
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,QB,175,133,195,174
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,44,127,62,187
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,C,197,156,214,194
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,287,166,309,219
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,156,222,183,272
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,195,237,219,302
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,137,248,166,303
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,236,270,254,344
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,95,302,115,363
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,210,346,223,371
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,525,58,549,113
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,460,104,473,164
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,614,191,629,243
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,C,547,243,565,279
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,471,232,484,292
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,403,335,423,371
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,611,346,627,371
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,496,0,514,26
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,358,0,371,51
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,211,371,219,380
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,141,393,151,427
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,123,387,132,421
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,256,478,266,516
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,133,463,141,499
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,547,550,557,584
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,587,547,607,594
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,DB,418,556,431,598
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,556,566,573,612
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,481,580,498,616
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,454,593,463,640
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,LB,447,613,460,640
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,C,499,626,514,640
Capture9_PNG.rf.78a75337d45c8f6490e1f7bf0fb83e5d.jpg,640,640,SKILL,579,626,598,640
LSU_BAMA_2019_mp4-15_jpg.rf.78ece0162ba220520d674a34e74463e6.jpg,640,640,LB,115,149,131,185
LSU_BAMA_2019_mp4-15_jpg.rf.78ece0162ba220520d674a34e74463e6.jpg,640,640,DB,28,80,40,122
LSU_BAMA_2019_mp4-15_jpg.rf.78ece0162ba220520d674a34e74463e6.jpg,640,640,SKILL,64,74,78,122
LSU_BAMA_2019_mp4-15_jpg.rf.78ece0162ba220520d674a34e74463e6.jpg,640,640,SKILL,170,151,182,185
LSU_BAMA_2019_mp4-15_jpg.rf.78ece0162ba220520d674a34e74463e6.jpg,640,640,SKILL,115,144,125,155
LSU_BAMA_2019_mp4-15_jpg.rf.78ece0162ba220520d674a34e74463e6.jpg,640,640,SKILL,535,116,550,185
